Year,Player,Tm,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,FantPos,FantPt,VBD,PosRank,OvRank,Height (inches),Weight,Height ft2,Height in2,Hometown,Home state,"town, state",Birth Zip Code,College,College Wins (1999-2013),College Losses (1999-2013),Conference,DOB,Draft Round,Draft Year,Wonderlic,40 Yard,Ten Yd,Arms,Hands,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone
2012,Sean Locklear,NYG,31,12,10,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,105,,76,301,6,4,Lumberton,NC,"Lumberton, NC",28358,North Carolina St.,98,88,ACC,10/27/2000,3,2004,0,5.16,0,0,0,27,29,100,4.61,7.86
1999,Mark Thomas,NYG,23,2,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,105,,76,252,#N/A,#N/A,Kinston,NC,"Kinston, NC",28501,North Carolina St.,98,88,ACC,4/26/1976,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Tremayne Stephens,SDG,23,11,2,0,0,0,0,0,24,61,2.54,3,18,133,7.39,1,RB,43,,63,,71,206,#N/A,#N/A,Greenville,SC,"Greenville, SC",29601,North Carolina St.,98,88,ACC,4/16/1976,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Gary Downs,ATL,28,16,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,150,,73,212,#N/A,#N/A,Columbus,GA,"Columbus, GA",31901,North Carolina St.,98,88,ACC,6/6/1972,0,1994,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Oliver Hoyte,DAL,23,10,9,0,0,0,0,0,0,0,,0,1,2,2,0,RB,,,138,,75,247,6,3,Tampa,FL,"Tampa, FL",33601,North Carolina St.,98,88,ACC,10/5/1984,0,0,0,4.93,0,0,0,19,32,112,4.31,7.48
2010,Brian Clark,DET,27,4,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,188,,74,204,#N/A,#N/A,Tampa,FL,"Tampa, FL",33601,North Carolina St.,98,88,ACC,12/26/1983,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Jerricho Cotchery,PIT,30,14,2,0,0,0,0,0,0,0,,0,17,205,12.06,0,WR,21,,121,,73,200,6,1,Birmingham,AL,"Birmingham, AL",35201,North Carolina St.,98,88,ACC,7/18/2000,4,2004,0,4.54,1.59,0,0,0,36,121,3.92,6.95
2012,Philip Rivers,SDG,31,16,16,338,527,3606,26,15,27,40,1.48,0,0,0,,0,QB,208,,21,,77,0,6,5,Decatur,AL,"Decatur, AL",35601,North Carolina St.,98,88,ACC,1/0/00,1,2004,30,5.08,0,0,0,0,0,0,0,0
1999,Erik Kramer,SDG,35,6,4,78,141,788,2,10,5,1,0.2,0,0,0,,0,QB,20,,56,,73,200,#N/A,#N/A,Encino,CA,"Encino, CA",91316,North Carolina St.,98,88,ACC,11/6/1964,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Mike Glennon,TAM,24,13,13,247,416,2608,19,9,27,37,1.37,0,0,0,,0,QB,158,,26,,79,225,#N/A,#N/A,0,,"0, ",#N/A,North Carolina St.,98,88,ACC,1/0/00,3,2013,26,4.94,1.8,33.125,9.625,0,26.5,102,4.52,7.49
2011,Anthony Hill,IND,26,7,2,0,0,0,0,0,0,0,,0,2,10,5,0,TE,1,,92,,77,264,6,5,Friendswood,TX,"Friendswood, TX",77546,North Carolina St.,98,88,ACC,1/2/1985,4,0,0,4.84,0,0,0,21,30.5,107,4.56,7.31
2006,Dave Moore,TAM,37,13,0,0,0,0,0,0,0,0,,0,1,9,9,0,TE,1,,87,,74,250,#N/A,#N/A,Morristown,NJ,"Morristown, NJ",7960,Pittsburgh,106,80,ACC,11/11/1969,7,1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Dietrich Jells,PHI,27,14,3,0,0,0,0,0,0,0,,0,10,180,18,2,WR,30,,92,,70,186,#N/A,#N/A,New York,NY,"New York, NY",10001,Pittsburgh,106,80,ACC,4/11/1972,6,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Dion Lewis,PHI,22,9,0,0,0,0,0,0,13,69,5.31,1,2,24,12,0,RB,15,,112,,68,195,5,7,Albany,NY,"Albany, NY",12201,Pittsburgh,106,80,ACC,7/13/2000,5,0,0,4.56,0,28.125,8.75,17,34.5,112,4.18,6.9
2012,Jonathan Baldwin,KAN,23,15,7,0,0,0,0,0,0,0,,0,20,325,16.25,1,WR,39,,100,,76,225,#N/A,#N/A,Aliquippa,PA,"Aliquippa, PA",15001,Pittsburgh,106,80,ACC,8/12/2000,1,2011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Dorin Dickerson,BUF,24,12,0,0,0,0,0,0,1,-8,-8,0,9,117,13,0,RB,9,,128,,74,230,6,2,Oakdale,PA,"Oakdale, PA",15071,Pittsburgh,106,80,ACC,8/17/2000,7,0,0,4.4,0,34,9.75,24,43.5,125,4.3,6.96
2001,Kirk McMullen,CIN,24,7,2,0,0,0,0,0,0,0,,0,2,15,7.5,0,TE,2,,78,,76,255,#N/A,#N/A,Imperial,PA,"Imperial, PA",15126,Pittsburgh,106,80,ACC,7/19/1977,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Tyler Palko,KAN,28,6,4,80,134,796,2,7,5,15,3,0,0,0,,0,QB,27,,48,,73,215,6,2,Imperial,PA,"Imperial, PA",15126,Pittsburgh,106,80,ACC,8/9/1983,0,0,18,4.83,0,0,0,0,31.5,112,4.36,7.05
2003,Alex Van Pelt,BUF,33,6,0,5,12,49,0,3,4,-6,-1.5,0,0,0,,0,QB,-5,,79,,73,0,#N/A,#N/A,Pittsburgh,PA,"Pittsburgh, PA",15201,Pittsburgh,106,80,ACC,5/1/1970,8,1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Darnell Dinkins,NOR,32,11,3,0,0,0,0,0,0,0,,0,5,22,4.4,1,TE,8,,67,,75,255,#N/A,#N/A,Pittsburgh,PA,"Pittsburgh, PA",15201,Pittsburgh,106,80,ACC,1/20/1977,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Kevan Barlow,NYJ,27,12,3,0,0,0,0,0,131,370,2.82,6,7,21,3,0,RB,75,,46,,73,238,6,1,Pittsburgh,PA,"Pittsburgh, PA",15201,Pittsburgh,106,80,ACC,1/7/1979,3,2001,0,4.56,0,0,0,0,32,0,0,0
1999,Dan Marino,MIA,38,11,11,204,369,2448,12,17,6,-6,-1,0,0,0,,0,QB,111,,27,,76,224,#N/A,#N/A,Pittsburgh,PA,"Pittsburgh, PA",15201,Pittsburgh,106,80,ACC,9/15/1961,1,1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Curtis Martin,NYJ,32,12,12,0,0,0,0,0,220,735,3.34,5,24,118,4.92,0,RB,115,,29,,71,210,#N/A,#N/A,Pittsburgh,PA,"Pittsburgh, PA",15201,Pittsburgh,106,80,ACC,5/1/1973,3,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Nate Byham,TAM,24,11,2,0,0,0,0,0,0,0,,0,3,18,6,1,TE,8,,65,,76,268,6,4,Franklin,PA,"Franklin, PA",16323,Pittsburgh,106,80,ACC,9/24/2000,6,2010,0,4.97,0,33.5,10,0,29,109,0,0
2012,LeSean McCoy,PHI,24,12,12,0,0,0,0,0,200,840,4.2,2,54,373,6.91,3,RB,145,29,21,50,70,215,#N/A,#N/A,Harrisburg,PA,"Harrisburg, PA",17101,Pittsburgh,106,80,ACC,8/2/2000,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Antonio Bryant,TAM,28,13,11,0,0,0,0,0,0,0,,0,39,600,15.38,4,WR,84,,50,,73,192,6,1,Miami,FL,"Miami, FL",33101,Pittsburgh,106,80,ACC,3/9/1981,2,2002,0,4.57,0,0,0,0,37,121,0,0
1999,Pete Gonzalez,PIT,25,1,0,1,1,8,0,0,2,-3,-1.5,0,0,0,,0,QB,,,76,,73,216,#N/A,#N/A,Miami,FL,"Miami, FL",33101,Pittsburgh,106,80,ACC,7/24/1974,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Darrell Strong,OAK,22,1,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,99,,77,265,6,4,Fort Lauderdale,FL,"Fort Lauderdale, FL",33301,Pittsburgh,106,80,ACC,5/21/1986,0,0,0,4.78,0,0,0,17,25,110,4.36,6.86
2003,John Jones,BAL,28,11,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,120,,76,255,6,4,Cleveland,OH,"Cleveland, OH",44101,Pittsburgh,106,80,ACC,4/4/1975,0,0,0,4.63,0,0,0,38.5,38.5,125,4.43,7.33
2012,Larry Fitzgerald,ARI,29,16,16,0,0,0,0,0,0,0,,0,71,798,11.24,4,WR,104,,42,,75,225,6,2.88,Minneapolis,MN,"Minneapolis, MN",55401,Pittsburgh,106,80,ACC,8/12/2000,1,2004,#N/A,#N/A,0,0,10.5,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Billy Davis,BAL,28,16,1,0,0,0,0,0,0,0,,0,3,62,20.67,0,WR,6,,123,,73,205,#N/A,#N/A,El Paso,TX,"El Paso, TX",79901,Pittsburgh,106,80,ACC,7/6/1972,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Lousaka Polite,ATL,31,6,5,0,0,0,0,0,0,0,,0,1,8,8,0,RB,1,,152,,73,246,6,1,North Braddock,PA,"North Braddock, PA",#N/A,Pittsburgh,106,80,ACC,9/2/2000,0,0,0,4.68,0,0,0,28,32,117,4.19,7.45
2001,Matt Lytle,CAR,26,3,1,17,30,133,1,3,2,8,4,0,0,0,,0,QB,4,,58,,76,225,#N/A,#N/A,Wyomissing,PA,"Wyomissing, PA",#N/A,Pittsburgh,106,80,ACC,9/4/1975,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,LaRod Stephens-Howling,ARI,25,14,5,0,0,0,0,0,111,357,3.22,4,17,106,6.24,0,RB,70,,46,,67,180,#N/A,#N/A,Johnston,PA,"Johnston, PA",#N/A,Pittsburgh,106,80,ACC,6/28/2000,7,2009,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Ray Graham,2TM,23,1,0,0,0,0,0,0,4,8,2,0,1,12,12,0,RB,2,,145,,69,199,#N/A,#N/A,0,,"0, ",#N/A,Pittsburgh,106,80,ACC,1/0/00,0,0,0,4.8,1.61,30.25,9.625,18,32.5,112,4.21,7.17
1999,Mark Chmura,GNB,30,2,2,0,0,0,0,0,0,0,,0,5,55,11,0,TE,6,,74,,77,248,#N/A,#N/A,Deerfield,MA,"Deerfield, MA",1342,Boston Col.,116,74,ACC,2/22/1969,6,1992,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Brian St. Pierre,CAR,31,1,1,13,28,173,1,2,0,0,,0,0,0,,0,QB,7,,59,,75,230,6,3,Salem,MA,"Salem, MA",1970,Boston Col.,116,74,ACC,11/28/1979,5,2003,27,4.82,0,0,0,0,30,106,0,0
2007,Tim Hasselbeck,ARI,29,1,0,0,0,0,0,0,1,-1,-1,0,0,0,,0,QB,,,83,,73,211,6,1,Norfolk,MA,"Norfolk, MA",2056,Boston Col.,116,74,ACC,4/6/1978,0,0,23,4.83,0,0,0,0,33,113,4.4,7.27
2012,Matt Hasselbeck,TEN,37,8,5,138,221,1367,7,5,13,38,2.92,0,0,0,,0,QB,76,,36,,76,0,#N/A,#N/A,Westwood,MA,"Westwood, MA",2090,Boston Col.,116,74,ACC,1/0/00,6,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Mark Hartsell,CHI,27,1,0,0,1,0,0,0,0,0,,0,0,0,,0,QB,,,73,,76,225,#N/A,#N/A,Brockton,MA,"Brockton, MA",2301,Boston Col.,116,74,ACC,12/7/1973,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Glenn Foley,SEA,29,3,1,18,30,283,2,0,3,-1,-0.33,0,0,0,,0,QB,19,,57,,74,210,#N/A,#N/A,Cherry Hill,NJ,"Cherry Hill, NJ",8002,Boston Col.,116,74,ACC,10/10/1970,7,1994,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,William Green,CLE,26,8,0,0,0,0,0,0,20,78,3.9,0,5,30,6,0,RB,11,,98,,73,215,6,1,Atlantic City,NJ,"Atlantic City, NJ",8401,Boston Col.,116,74,ACC,12/17/1979,1,2002,0,4.6,0,0,0,27,42,121,0,0
2009,Sean Ryan,KAN,29,10,8,0,0,0,0,0,0,0,,0,14,135,9.64,2,TE,26,,44,,77,254,6,5,Buffalo,NY,"Buffalo, NY",14201,Boston Col.,116,74,ACC,3/27/1980,5,2004,0,4.97,0,0,0,22,32.5,115,0,0
2010,Ryan Purvis,TAM,24,10,2,0,0,0,0,0,0,0,,0,5,38,7.6,0,TE,4,,83,,75,255,#N/A,#N/A,Allentown,PA,"Allentown, PA",18101,Boston Col.,116,74,ACC,5/8/1986,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Matt Ryan,ATL,27,16,16,422,615,4719,32,14,34,141,4.15,1,0,0,,0,QB,305,54,7,32,77,0,6,5,Exton,PA,"Exton, PA",19341,Boston Col.,116,74,ACC,1/0/00,1,2008,32,4.89,0,0,0,0,0,0,4.51,7.4
2005,Doug Flutie,NWE,43,5,0,5,10,29,0,0,5,-1,-0.2,0,0,0,,0,QB,1,,75,,70,0,#N/A,#N/A,Manchester,MD,"Manchester, MD",21102,Boston Col.,116,74,ACC,10/23/1962,11,1985,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Mike Cloud,NYG,29,10,0,0,0,0,0,0,21,90,4.29,3,1,3,3,0,RB,27,,79,,70,205,5,11,Charleston,SC,"Charleston, SC",29401,Boston Col.,116,74,ACC,7/1/1975,2,1999,0,4.56,0,0,0,17,38.5,117,4.16,6.8
2002,Pete Mitchell,JAX,31,16,11,0,0,0,0,0,0,0,,0,25,246,9.84,2,TE,37,,28,,74,243,#N/A,#N/A,Royal Oak,MI,"Royal Oak, MI",48067,Boston Col.,116,74,ACC,10/9/1971,4,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Scott Dragos,CHI,26,6,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,144,,74,245,#N/A,#N/A,Old Rochester,MA,"Old Rochester, MA",#N/A,Boston Col.,116,74,ACC,10/28/1975,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Mike Cox,ATL,26,9,5,0,0,0,0,0,0,0,,0,2,8,4,0,RB,1,,148,,73,259,#N/A,#N/A,Lewisberry,PA,"Lewisberry, PA",17339,Georgia Tech,117,77,ACC,7/11/1985,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Andy Hall,PHI,25,1,0,0,0,0,0,0,0,0,,0,0,0,,0,QB,,,78,,75,218,#N/A,#N/A,Cheraw,SC,"Cheraw, SC",29520,Georgia Tech,117,77,ACC,11/26/1980,6,2004,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Jonathan Dwyer,PIT,23,13,6,0,0,0,0,0,156,623,3.99,2,18,106,5.89,0,RB,81,,41,,71,235,5,11,Marietta,GA,"Marietta, GA",30006,Georgia Tech,117,77,ACC,8/22/2000,6,2010,17,4.64,0,31,8.625,15,33,107,4.67,7.56
2012,Calvin Johnson,DET,27,16,16,0,0,0,0,0,0,0,,0,122,1964,16.1,5,WR,220,102,1,7,77,239,6,5,Tyrone,GA,"Tyrone, GA",30290,Georgia Tech,117,77,ACC,8/26/2000,1,2007,0,4.35,1.52,33.375,9.25,0,0,0,0,0
2003,Kelly Campbell,MIN,23,15,6,0,0,0,0,0,10,71,7.1,0,25,522,20.88,4,WR,83,,46,,70,173,5,10,Atlanta,GA,"Atlanta, GA",30301,Georgia Tech,117,77,ACC,7/23/1980,0,0,0,4.48,0,0,0,0,0,0,0,0
2012,Demaryius Thomas,DEN,25,16,16,0,0,0,0,0,0,0,,0,94,1434,15.26,10,WR,197,79,5,19,75,229,6,3.25,Montrose,GA,"Montrose, GA",31065,Georgia Tech,117,77,ACC,8/16/2000,1,2010,#N/A,#N/A,0,33,10.5,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Tony Hollings,HOU,24,2,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,160,,70,216,#N/A,#N/A,Macon,GA,"Macon, GA",31201,Georgia Tech,117,77,ACC,12/1/1981,2,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Jonathan Smith,NWE,25,2,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,187,,70,194,#N/A,#N/A,Argyle,GA,"Argyle, GA",31623,Georgia Tech,117,77,ACC,11/28/1981,7,2004,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Joe Burns,BUF,26,16,0,0,0,0,0,0,0,0,,0,1,19,19,1,RB,8,,110,,69,215,5,9,Thomasville,GA,"Thomasville, GA",31757,Georgia Tech,117,77,ACC,9/15/1979,0,0,0,4.81,0,0,0,21,31,105,0,0
2012,Anthony Allen,BAL,24,16,0,0,0,0,0,0,16,61,3.81,1,2,12,6,0,RB,13,,117,,73,223,6,1,Tampa,FL,"Tampa, FL",33601,Georgia Tech,117,77,ACC,8/10/2000,7,2011,0,4.56,0,30.375,9.625,24,41.5,120,4.06,6.79
2008,Michael Matthews,NYG,25,16,5,0,0,0,0,0,0,0,,0,2,26,13,0,TE,3,,80,,76,270,#N/A,#N/A,Altadena,CA,"Altadena, CA",91001,Georgia Tech,117,77,ACC,10/9/1983,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Stephen Hill,NYJ,21,11,8,0,0,0,0,0,0,0,,0,21,252,12,3,WR,43,,91,,76,215,#N/A,#N/A,Tucker,CA,"Tucker, CA",#N/A,Georgia Tech,117,77,ACC,8/2/2000,2,2012,0,4.28,1.5,33.375,9.375,14,39.5,133,4.48,6.88
2012,Will Heller,DET,31,16,5,0,0,0,0,0,0,0,,0,17,150,8.82,1,TE,21,,50,,78,250,#N/A,#N/A,Dunwoody,GA,"Dunwoody, GA",#N/A,Georgia Tech,117,77,ACC,9/6/2000,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,John Paul Foschi,CIN,28,2,1,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,159,,76,270,#N/A,#N/A,Queens,NY,"Queens, NY",11427,Georgia Tech,117,77,ACC,5/19/1982,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Joe Hamilton,TAM,23,1,0,0,0,0,0,0,1,-2,-2,0,0,0,,0,QB,,,77,,70,190,5,10,Alvin,SC,"Alvin, SC",#N/A,Georgia Tech,117,77,ACC,3/13/1977,0,2000,18,4.81,0,0,0,0,0,106,0,0
2012,Dwayne Allen,IND,22,16,16,0,0,0,0,0,3,5,1.67,0,45,521,11.58,3,TE,71,,23,,75,255,6,3,Fayetteville,NC,"Fayetteville, NC",28301,Clemson,123,68,ACC,9/11/2000,3,2012,0,4.85,0,33,9.625,27,32,110,4.37,7.12
2003,Woodrow Dantzler,ATL,24,9,0,0,1,0,0,0,8,21,2.63,1,0,0,,0,RB,8,,112,,70,209,#N/A,#N/A,Orangeburg,SC,"Orangeburg, SC",29115,Clemson,123,68,ACC,10/4/1979,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Airese Currie,CHI,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,177,,70,186,5,11,Columbia,SC,"Columbia, SC",29201,Clemson,123,68,ACC,11/16/1982,5,2005,0,4.49,0,0,0,0,38,125,4.07,7.07
2013,Andre Ellington,ARI,24,15,1,0,0,0,0,0,118,652,5.53,3,39,371,9.51,1,RB,126,,24,75,70,199,#N/A,#N/A,Moncks Corner,SC,"Moncks Corner, SC",29461,Clemson,123,68,ACC,1/0/00,6,2013,0,4.61,1.56,31,9.375,0,34,122,0,0
2004,Derrick Hamilton,SFO,23,2,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,,166,,76,200,#N/A,#N/A,Dillon,SC,"Dillon, SC",29536,Clemson,123,68,ACC,11/30/1981,3,2004,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,DeAndre Hopkins,HOU,21,16,16,0,0,0,0,0,0,0,,0,52,802,15.42,2,WR,90,,50,,73,214,#N/A,#N/A,Central,SC,"Central, SC",29630,Clemson,123,68,ACC,1/0/00,1,2013,0,4.57,1.59,33.375,10,15,36,115,4.5,0
2005,Lamont Hall,NOR,31,16,5,0,0,0,0,0,0,0,,0,6,36,6,0,TE,4,,74,,76,260,#N/A,#N/A,Clover,SC,"Clover, SC",29710,Clemson,123,68,ACC,11/16/1974,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Michael Palmer,ATL,24,13,2,0,0,0,0,0,0,0,,0,6,22,3.67,1,TE,8,,64,,77,260,#N/A,#N/A,Stone Mountain,GA,"Stone Mountain, GA",30083,Clemson,123,68,ACC,9/16/2000,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Terry Allen,BAL,33,11,8,0,0,0,0,0,168,658,3.92,3,17,68,4,0,RB,91,,37,,70,204,#N/A,#N/A,Commerce,GA,"Commerce, GA",30529,Clemson,123,68,ACC,2/21/1968,9,1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Chansi Stuckey,ARI,28,9,0,0,0,0,0,0,0,0,,0,4,39,9.75,0,WR,4,,157,,12,182,5,11,Warner Robins,GA,"Warner Robins, GA",31088,Clemson,123,68,ACC,10/4/1983,7,2007,0,4.56,0,0,0,0,35,120,4.14,6.91
2012,C.J. Spiller,BUF,25,16,9,0,0,0,0,0,207,1244,6.01,6,43,459,10.67,2,RB,212,96,7,9,71,194,5,11,Lake Butler,FL,"Lake Butler, FL",32054,Clemson,123,68,ACC,7/12/2000,1,2010,10,4.27,0,30.5,10.125,18,0,0,0,0
2006,Rod Gardner,KAN,29,14,0,0,0,0,0,0,0,0,,0,2,17,8.5,0,WR,2,,152,,74,213,6,2,Jacksonville,FL,"Jacksonville, FL",32099,Clemson,123,68,ACC,10/26/1977,1,2001,0,4.48,0,0,0,0,36,0,0,0
2012,Jamie Harper,TEN,23,10,0,0,0,0,0,0,19,30,1.58,3,1,8,8,0,RB,22,,97,,71,235,5,11,Jacksonville,FL,"Jacksonville, FL",32099,Clemson,123,68,ACC,8/22/2000,4,2011,0,4.53,0,30.375,8.875,24,36.5,120,4.39,7.16
2013,Jacoby Ford,OAK,26,14,1,0,0,0,0,0,5,15,3,0,13,99,7.62,0,WR,9,,149,,69,181,5,9,West Palm Beach,FL,"West Palm Beach, FL",33401,Clemson,123,68,ACC,7/27/1987,4,2010,0,4.22,0,30.5,9.25,15,33.5,115,4.44,7
2009,Tyler Grisham,PIT,22,4,0,0,0,0,0,0,0,0,,0,1,14,14,0,WR,1,,134,,71,180,#N/A,#N/A,Birmingham,AL,"Birmingham, AL",35201,Clemson,123,68,ACC,6/11/1987,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Jaron Brown,ARI,23,16,0,0,0,0,0,0,0,0,,0,11,140,12.73,1,WR,20,,126,,74,205,#N/A,#N/A,0,,"0, ",#N/A,Clemson,123,68,ACC,1/0/00,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Harry Douglas,ATL,28,15,1,0,0,0,0,0,2,4,2,0,38,396,10.42,1,WR,46,,88,,71,170,5,11,Jonesboro,GA,"Jonesboro, GA",30236,Louisville,127,61,ACC,6/18/2000,3,2008,0,4.51,0,0,0,0,31,120,4.12,6.57
2012,Deion Branch,NWE,33,10,4,0,0,0,0,0,0,0,,0,16,145,9.06,0,WR,15,,129,,69,193,5,9,Albany,GA,"Albany, GA",31701,Louisville,127,61,ACC,7/11/2000,2,2002,0,4.47,0,0,0,0,36,117,3.76,6.71
2012,Gary Barnidge,CAR,27,16,5,0,0,0,0,0,0,0,,0,6,78,13,1,TE,14,,51,,77,240,6,6,Middleburg,FL,"Middleburg, FL",32050,Louisville,127,61,ACC,8/27/2000,5,2008,0,4.61,0,0,0,22,31,117,4.23,6.92
2007,Lionel Gates,TAM,25,1,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,,158,,73,233,6,1,Jacksonville,FL,"Jacksonville, FL",32099,Louisville,127,61,ACC,3/13/1982,7,2005,0,4.6,0,0,0,23,36,121,4.12,7.17
2009,Kolby Smith,KAN,25,4,0,0,0,0,0,0,15,33,2.2,0,2,9,4.5,0,RB,4,,123,,71,214,5,11,Tallahassee,FL,"Tallahassee, FL",32301,Louisville,127,61,ACC,12/15/1984,5,2007,0,4.5,0,0,0,18,38,114,4.34,7.22
2007,Richard Owens,STL,27,14,1,0,0,0,0,0,0,0,,0,1,9,9,0,TE,1,,87,,76,273,#N/A,#N/A,Gainesville,FL,"Gainesville, FL",32601,Louisville,127,61,ACC,11/4/1980,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Bilal Powell,NYJ,24,14,2,0,0,0,0,0,110,437,3.97,4,17,140,8.24,0,RB,82,,39,,71,204,5,11,Lakeland,FL,"Lakeland, FL",33801,Louisville,127,61,ACC,7/22/2000,4,2011,0,4.52,1.53,30.875,8.75,18,0,0,0,0
2007,Ronnie Ghent,NOR,27,8,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,,100,,74,253,6,3,Lakeland,FL,"Lakeland, FL",33801,Louisville,127,61,ACC,1/5/1980,0,0,0,5.02,0,0,0,11,27.5,103,4.55,7.47
2010,Brian Brohm,BUF,25,1,1,10,23,106,0,3,0,0,,0,0,0,,0,QB,-2,,80,,75,227,6,3,Louisville,KY,"Louisville, KY",40201,Louisville,127,61,ACC,9/23/1985,2,2008,32,4.81,0,0,0,0,30,115,4.55,7.13
